City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,ghanzi,-21.5667,21.7833,19.59,47,0,3.86,BW,1678837662
295,la rioja,42.25,-2.5,1.88,88,62,1.35,ES,1678837662
296,touros,-5.1989,-35.4608,25.87,86,100,3.48,BR,1678837401
297,olafsvik,64.8945,-23.7142,-5.65,59,100,9.1,IS,1678837663
298,kudahuvadhoo,2.6708,72.8944,27.36,77,79,3.47,MV,1678837664
299,north myrtle beach,33.816,-78.68,11.05,47,0,3.09,US,1678837665
300,dandong,40.1292,124.3947,2.44,26,100,7.29,CN,1678837666
301,thompson,55.7435,-97.8558,-13.91,85,100,7.2,CA,1678837562
302,pimentel,-6.8367,-79.9342,30.16,66,40,3.6,PE,1678837667
303,camacupa,-12.0167,17.4833,17.01,94,92,1.36,AO,1678837543
304,inverness,57.4791,-4.224,0.95,78,9,6.17,GB,1678837669
305,dingle,10.9995,122.6711,24.9,79,99,3.57,PH,1678837670
306,kiama,-34.6833,150.8667,26.81,76,90,0.45,AU,1678837671
307,katangli,51.7102,143.2326,-5.81,85,93,3.02,RU,1678837671
308,luena,-11.7833,19.9167,16.57,94,100,1.12,AO,1678837672
309,huarmey,-10.0681,-78.1522,24.79,82,100,2.04,PE,1678837462
310,kodinsk,58.6881,99.1844,-25.92,100,88,1.1,RU,1678837674
311,tiarei,-17.5333,-149.3333,31.01,67,50,2.28,PF,1678837674
312,zhezkazgan,47.8043,67.7144,1.26,93,97,7.12,KZ,1678837675
313,salalah,17.0151,54.0924,24.05,50,0,2.57,OM,1678837676
314,hami,42.8,93.45,6.77,49,82,1.36,CN,1678837574
315,hambantota,6.1241,81.1185,24.84,88,82,3.76,LK,1678837572
316,ust-maya,60.4167,134.5333,-6.81,87,99,3.56,RU,1678837678
317,minab,27.1467,57.0801,20.18,77,0,0.0,IR,1678837679
318,langres,47.8333,5.3333,-0.45,94,76,1.33,FR,1678837679
319,praia,14.9215,-23.5087,23.3,73,0,5.66,CV,1678837353
320,huanren,41.2647,125.3667,-0.85,77,100,1.12,CN,1678837681
321,guangyuan,32.442,105.823,13.43,47,35,2.05,CN,1678837681
322,ugoofaaru,5.6667,73.0,27.51,78,13,5.02,MV,1678837683
323,mumford,5.2618,-0.759,26.82,85,26,4.59,GH,1678837683
324,lompoc,34.6391,-120.4579,15.43,87,100,9.83,US,1678837684
325,aykhal,66.0,111.5,-22.03,94,69,3.79,RU,1678837685
326,verkhnevilyuysk,63.4453,120.3167,-18.11,98,100,2.48,RU,1678837635
327,manta,-0.95,-80.7333,25.88,83,100,1.54,EC,1678837116
328,fort nelson,58.8053,-122.7002,-7.25,61,100,3.09,CA,1678837487
329,marquette,46.5333,-87.6335,-4.54,72,80,1.5,US,1678837687
330,sharjah,25.3573,55.4033,23.99,83,0,2.06,AE,1678837688
331,changde,29.0464,111.6783,17.55,62,1,2.0,CN,1678837691
332,praia da vitoria,38.7333,-27.0667,15.98,94,40,7.68,PT,1678837691
333,port lincoln,-34.7333,135.8667,22.48,53,14,1.78,AU,1678837492
334,hashtrud,37.4779,47.0508,7.92,85,8,2.01,IR,1678837693
335,gimli,50.6336,-96.9907,-1.99,74,94,12.86,CA,1678837694
336,pangai,-19.8,-174.35,30.06,62,20,3.09,TO,1678837695
337,taltal,-25.4,-70.4833,21.07,82,16,2.42,CL,1678837220
338,kirkland lake,48.1446,-80.0377,-2.84,39,89,3.6,CA,1678837696
339,chiang khong,20.2613,100.4046,19.15,73,7,0.67,TH,1678837697
340,petropavlovsk-kamchatskiy,53.0452,158.6483,-1.67,69,75,3.0,RU,1678837586
341,pechory,57.8164,27.6119,4.7,99,100,4.93,RU,1678837698
342,yerbogachen,61.2767,108.0108,-27.25,100,100,0.98,RU,1678837699
343,samoded,63.6083,40.5111,2.24,100,100,5.15,RU,1678837700
344,pasni,25.2631,63.471,23.47,80,57,2.27,PK,1678837701
345,conde,-7.2597,-34.9075,26.7,78,20,2.06,BR,1678837702
346,krasnoselkup,65.7,82.4667,-3.19,94,100,4.82,RU,1678837662
347,pekan,3.4836,103.3996,22.06,85,82,2.76,MY,1678837704
348,rensvik,63.1,7.8167,2.15,64,75,5.14,NO,1678837705
349,gazanjyk,39.2446,55.5154,12.21,77,17,2.98,TM,1678837705
350,pringsewu,-5.3582,104.9744,22.68,96,96,1.01,ID,1678837706
351,bonavista,48.6499,-53.1147,-3.97,93,16,1.96,CA,1678837707
352,lucea,18.451,-78.1736,26.92,77,13,2.32,JM,1678837708
353,turbat,26.0023,63.044,22.79,58,46,0.32,PK,1678837708
354,faanui,-16.4833,-151.75,28.29,75,18,3.48,PF,1678837668
355,kyra,49.5776,111.9753,-15.67,84,81,2.56,RU,1678837710
356,saint-joseph,-21.3667,55.6167,24.21,74,53,5.97,RE,1678837591
357,kupang,-10.1667,123.5833,27.32,89,40,1.54,ID,1678837527
358,apt,43.8833,5.4,9.16,61,2,11.49,FR,1678837712
359,tilichiki,60.4667,166.1,-9.76,86,86,1.17,RU,1678837566
360,superior,46.7208,-92.1041,0.54,36,0,5.66,US,1678837713
361,dogondoutchi,13.6393,4.0287,24.91,10,6,4.59,NE,1678837714
362,inirida,3.8653,-67.9239,25.59,72,66,0.2,CO,1678837715
363,akalkot,17.5333,76.2167,25.65,25,36,5.57,IN,1678837716
364,mill valley,37.906,-122.545,14.04,93,100,8.49,US,1678837717
365,atar,20.5169,-13.0499,28.25,11,9,0.98,MR,1678837717
366,bairiki,1.3292,172.9752,29.0,74,40,6.17,KI,1678837702
367,alyangula,-13.8483,136.4192,28.47,66,29,2.67,AU,1678837719
368,general pico,-35.6566,-63.7568,23.05,71,100,2.97,AR,1678837719
369,college,64.8569,-147.8028,-12.03,51,75,5.66,US,1678837432
370,porto santo,33.072,-16.3415,16.21,77,20,4.63,PT,1678837721
371,russell,32.3502,-85.1999,13.6,28,0,5.66,US,1678837596
372,savelugu,9.6244,-0.8253,30.73,16,5,0.98,GH,1678837723
373,east london,-33.0153,27.9116,21.61,69,8,2.29,ZA,1678837421
374,chokurdakh,70.6333,147.9167,-23.51,99,80,1.95,RU,1678837501
375,grand baie,-20.0182,57.5802,26.26,70,49,3.13,MU,1678837724
376,brae,60.3964,-1.353,4.14,66,99,11.15,GB,1678837498
377,central point,42.376,-122.9164,4.99,94,100,3.6,US,1678837726
378,nosy varika,-20.5833,48.5333,23.0,88,100,1.1,MG,1678837727
379,vila franca do campo,37.7167,-25.4333,17.23,94,100,11.72,PT,1678837650
380,pak thong chai,14.7226,102.0251,25.05,59,24,1.41,TH,1678837728
381,umm lajj,25.0213,37.2685,19.75,64,1,4.78,SA,1678837453
382,bella union,-30.2752,-57.6007,25.58,71,63,3.38,UY,1678837729
383,imbituba,-28.24,-48.6703,23.93,90,100,4.31,BR,1678837730
384,wentzville,38.8114,-90.8529,5.82,53,6,1.34,US,1678837654
385,yaan,7.3833,8.5667,30.13,49,46,3.43,NG,1678837731
386,svirstroy,60.7999,33.7248,2.15,100,100,4.79,RU,1678837732
387,bambanglipuro,-7.95,110.2833,24.94,77,64,1.4,ID,1678837733
388,ambatofinandrahana,-20.55,46.8,14.85,88,100,1.45,MG,1678837733
389,oranjemund,-28.55,16.4333,17.29,90,48,2.12,NA,1678837734
390,avallon,47.4833,3.9,1.74,95,44,0.76,FR,1678837735
391,kisanga,-7.4362,37.7034,21.98,94,92,0.79,TZ,1678837736
392,sao joao da barra,-21.6403,-41.0511,25.05,88,3,2.54,BR,1678837541
393,ixtapa,20.7,-105.2,26.24,80,2,1.79,MX,1678837737
394,san policarpo,12.1791,125.5072,26.61,85,100,4.67,PH,1678837737
395,makakilo city,21.3469,-158.0858,26.18,84,75,4.63,US,1678837524
396,semey,50.4111,80.2275,-4.61,84,88,4.84,KZ,1678837738
397,grand gaube,-20.0064,57.6608,26.22,70,77,3.13,MU,1678837739
398,vung tau,10.346,107.0843,23.75,78,41,7.11,VN,1678837740
399,xinqing,48.2333,129.5,-2.57,69,67,2.51,CN,1678837741
400,vallenar,-28.5708,-70.7581,21.93,63,0,1.85,CL,1678837741
401,storslett,69.7678,21.0247,-10.0,85,100,1.54,NO,1678837742
402,djougou,9.7085,1.666,25.59,15,2,1.89,BJ,1678837746
403,cam ranh,11.9214,109.1591,20.98,83,20,2.57,VN,1678837747
404,buraydah,26.326,43.975,18.25,49,29,4.2,SA,1678837748
405,kalmar,56.6616,16.3616,2.2,80,100,4.63,SE,1678837748
406,bima,-8.4667,118.7167,25.97,86,78,0.3,ID,1678837749
407,moree,-29.4667,149.85,28.76,55,33,4.46,AU,1678837750
408,hobyo,5.3505,48.5268,26.83,83,63,6.5,SO,1678837575
409,turtas,58.9417,69.1325,-8.46,95,100,2.09,RU,1678837751
410,pisco,-13.7,-76.2167,27.03,74,100,2.57,PE,1678837752
411,karratha,-20.7377,116.8463,30.26,53,0,1.17,AU,1678837714
412,darab,28.7519,54.5444,14.77,63,4,1.23,IR,1678837754
413,luohe,33.5717,114.0353,11.11,20,2,9.54,CN,1678837755
414,coquimbo,-29.9533,-71.3436,18.85,82,75,3.6,CL,1678837504
415,inuvik,68.3499,-133.7218,-24.58,64,75,3.6,CA,1678837507
416,broome,42.2506,-75.833,-1.32,89,100,8.75,US,1678837540
417,buin,-33.7333,-70.75,26.9,42,0,2.17,CL,1678837426
418,nenjiang,49.1833,125.2167,-7.17,93,100,3.9,CN,1678837597
419,presidencia roque saenz pena,-26.7852,-60.4388,26.91,65,73,3.2,AR,1678837640
420,vidim,56.4088,103.1106,-22.53,100,97,1.76,RU,1678837758
421,henties bay,-22.116,14.2845,16.69,86,4,2.34,NA,1678837744
422,el tigre,8.8875,-64.2454,27.62,41,69,5.01,VE,1678837760
423,quang ngai,15.1167,108.8,20.68,88,97,1.75,VN,1678837760
424,seoul,37.5683,126.9778,10.69,69,20,3.09,KR,1678837562
425,bengkulu,-3.8004,102.2655,23.49,88,92,1.81,ID,1678837529
426,rajo khanani,24.9841,68.8536,24.19,44,100,4.25,PK,1678837762
427,gornyy,55.1153,83.9059,-14.84,94,36,2.25,RU,1678837763
428,mount isa,-20.7333,139.5,25.87,47,3,1.03,AU,1678837763
429,kalmunai,7.4167,81.8167,24.52,86,100,0.47,LK,1678837764
430,muscat,23.6139,58.5922,24.01,54,66,2.23,OM,1678837765
431,ust-nera,64.5667,143.2,-9.72,92,100,2.54,RU,1678837475
432,te anau,-45.4167,167.7167,17.01,53,81,1.12,NZ,1678837766
433,arlit,18.7369,7.3853,24.89,13,0,4.13,NE,1678837767
434,havelock,34.8791,-76.9013,8.98,49,15,3.13,US,1678837769
435,los llanos de aridane,28.6585,-17.9182,20.07,41,0,4.12,ES,1678837463
436,qui nhon,13.7667,109.2333,22.34,84,60,1.91,VN,1678837770
437,kogon,39.7228,64.5517,11.02,82,0,4.12,UZ,1678837771
438,tortoli,39.9256,9.6572,13.9,44,0,11.83,IT,1678837772
439,nouadhibou,20.931,-17.0347,18.99,77,0,4.63,MR,1678837773
440,little current,45.9793,-81.9248,-1.99,75,2,3.66,CA,1678837510
441,bagru,26.8088,75.5423,21.19,24,71,2.35,IN,1678837775
442,okha,53.5739,142.9478,-5.94,85,56,4.52,RU,1678837775
443,kihei,20.785,-156.4656,29.36,72,40,10.29,US,1678837776
444,olga,43.7444,135.2892,1.18,99,100,1.19,RU,1678837777
445,williamsport,41.2412,-77.0011,1.01,63,100,9.77,US,1678837595
446,bara,10.3744,10.7288,23.35,13,1,3.73,NG,1678837778
447,morehead,37.2711,-87.1764,3.86,57,40,1.54,US,1678837779
448,flinders,-34.5833,150.8552,26.7,83,95,3.13,AU,1678837780
449,murfreesboro,35.8456,-86.3903,5.81,51,0,3.09,US,1678837495
450,casino,-28.8667,153.05,28.09,66,52,2.08,AU,1678837781
451,samana,19.2056,-69.3369,26.98,83,52,2.82,DO,1678837540
452,burriana,39.889,-0.085,14.83,48,68,2.06,ES,1678837782
453,settimo torinese,45.1403,7.768,13.53,33,0,4.12,IT,1678837782
454,namatanai,-3.6667,152.4333,28.43,72,94,1.58,PG,1678837783
455,yenagoa,4.9247,6.2642,25.71,90,35,1.68,NG,1678837784
456,gallup,35.5281,-108.7426,14.91,29,40,6.17,US,1678837785
457,saint-martin-de-crau,43.6395,4.8127,11.23,61,0,5.14,FR,1678837785
458,svetlogorsk,52.6333,29.7333,4.04,62,92,7.58,BY,1678837543
459,espanola,35.9911,-106.0806,16.04,28,61,1.04,US,1678837788
460,cherskiy,68.75,161.3,-11.08,89,100,4.41,RU,1678837788
461,eyl,7.9803,49.8164,25.01,84,70,4.52,SO,1678837790
462,andenes,69.3143,16.1194,-2.01,74,75,8.23,NO,1678837693
463,kobryn,52.2138,24.3564,7.86,89,100,3.38,BY,1678837791
464,namibe,-15.1961,12.1522,22.66,79,86,2.0,AO,1678837653
465,pedernales,18.0384,-71.744,25.29,80,12,3.5,DO,1678837793
466,ketchikan,55.3422,-131.6461,4.26,60,100,2.57,US,1678837793
467,tierralta,8.1736,-76.0592,26.25,81,99,3.01,CO,1678837795
468,san luis,-33.295,-66.3356,23.3,54,34,3.36,AR,1678837558
469,belmonte,-15.8631,-38.8828,24.9,82,55,2.63,BR,1678837796
470,tukums,56.9669,23.1553,5.64,97,96,3.72,LV,1678837797
471,olutanga,7.3106,122.8464,26.65,70,100,2.3,PH,1678837798
472,mandalgovi,45.7625,106.2708,-10.35,33,53,1.94,MN,1678837799
473,semirom,31.4167,51.5667,5.02,82,7,1.76,IR,1678837799
474,chernyshevskiy,63.0128,112.4714,-26.44,100,95,1.74,RU,1678837801
475,saint-augustin,51.226,-58.6502,-3.72,92,91,2.71,CA,1678837801
476,ahipara,-35.1667,173.1667,20.51,53,100,0.51,NZ,1678837802
477,souillac,-20.5167,57.5167,26.21,73,20,1.54,MU,1678837804
478,san antonio,29.4241,-98.4936,19.86,42,100,5.66,US,1678837617
479,tocopilla,-22.092,-70.1979,21.78,71,5,1.81,CL,1678837314
480,poum,-20.2333,164.0167,27.16,73,100,7.85,NC,1678837806
481,veraval,20.9,70.3667,25.96,53,99,6.17,IN,1678837807
482,muchkapskiy,51.8513,42.4717,-0.15,62,53,4.89,RU,1678837807
483,oskemen,49.9565,82.6119,-9.02,92,100,2.0,KZ,1678837809
484,necochea,-38.5473,-58.7368,22.59,92,99,7.95,AR,1678837552
485,margate,51.3813,1.3862,4.94,82,100,1.34,GB,1678837810
486,garmsar,35.2182,52.3409,16.23,58,90,2.71,IR,1678837811
487,galesong,-5.3166,119.3661,27.01,82,92,3.7,ID,1678837813
488,poronaysk,49.2167,143.1167,-5.66,90,70,2.05,RU,1678837814
489,eisiskes,54.1667,25.0,6.87,93,100,5.27,LT,1678837815
490,kabwe,-14.4469,28.4464,15.13,98,99,2.31,ZM,1678837815
491,maumere,-8.6199,122.2111,27.49,74,45,0.58,ID,1678837816
492,mbigou,-1.9005,11.906,20.06,99,90,0.48,GA,1678837817
493,eureka,40.8021,-124.1637,8.44,95,100,3.13,US,1678837818
494,waddan,29.1614,16.139,15.93,26,0,3.24,LY,1678837818
495,rawah,34.4816,41.9093,17.54,65,0,5.61,IQ,1678837819
496,masterton,-40.9597,175.6575,18.27,51,2,0.43,NZ,1678837821
497,wajir,1.7471,40.0573,25.68,66,99,5.46,KE,1678837821
498,shamary,57.3434,58.2199,-4.85,87,85,4.37,RU,1678837822
499,labytnangi,66.6572,66.4183,-12.03,88,38,3.57,RU,1678837823
500,valle hermoso,25.6667,-97.8333,20.92,82,100,5.63,MX,1678837824
501,rogatica,43.8008,19.0025,5.28,89,99,0.38,BA,1678837825
502,ostrovnoy,68.0531,39.5131,-4.39,94,100,2.45,RU,1678837825
503,zabalj,45.3722,20.0639,10.13,67,80,0.36,RS,1678837826
504,wangqing,43.3218,129.7634,2.49,51,96,4.05,CN,1678837827
505,leningradskiy,69.3833,178.4167,-20.69,87,8,1.38,RU,1678837828
506,havre-saint-pierre,50.2334,-63.5986,-1.0,86,100,5.14,CA,1678837557
507,price,39.5994,-110.8107,7.84,75,100,1.54,US,1678837830
508,yazoo city,32.8551,-90.4056,8.84,63,58,3.36,US,1678837831
509,longview,32.5007,-94.7405,17.14,39,75,5.14,US,1678837758
510,darhan,49.4867,105.9228,-12.81,84,81,1.82,MN,1678837832
511,lima,-12.0432,-77.0282,26.06,85,75,2.06,PE,1678837472
512,avera,33.194,-82.5271,10.03,40,0,5.63,US,1678837834
513,muisne,0.6,-80.0333,25.2,87,99,1.43,EC,1678837835
514,juneau,58.3019,-134.4197,0.79,75,75,4.12,US,1678837670
515,vestmannaeyjar,63.4427,-20.2734,-5.39,52,0,5.15,IS,1678837837
516,alice springs,-23.7,133.8833,32.75,17,24,8.23,AU,1678837837
517,ati,13.2154,18.3353,24.12,11,16,4.07,TD,1678837838
518,harper,4.375,-7.7169,26.35,85,10,3.05,LR,1678837840
519,soderhamn,61.3037,17.0592,-7.25,82,51,2.75,SE,1678837840
520,thunder bay,48.4001,-89.3168,-1.01,59,75,3.09,CA,1678837825
521,bom jesus,-9.0744,-44.3586,22.02,97,100,0.75,BR,1678837841
522,betioky,-23.7167,44.3833,20.13,93,100,1.66,MG,1678837842
523,palora,-1.7,-77.9333,20.06,98,89,0.41,EC,1678837843
524,akdepe,42.0551,59.3788,13.05,65,35,6.88,TM,1678837843
525,ilhabela,-23.7781,-45.3581,24.35,90,90,4.09,BR,1678837844
526,ponta delgada,37.7333,-25.6667,17.4,94,75,8.75,PT,1678837608
527,tyrma,50.0833,132.1667,-6.76,89,100,3.81,RU,1678837845
528,olinda,-8.0089,-34.8553,27.85,69,40,3.6,BR,1678837616
529,birin,26.8865,88.0718,11.98,46,3,2.54,NP,1678837846
530,dong hoi,17.4833,106.6,20.28,90,71,1.33,VN,1678837848
531,west des moines,41.572,-93.7453,4.06,62,20,6.69,US,1678837849
532,windhoek,-22.5594,17.0832,21.17,26,39,0.45,NA,1678837849
533,kotido,2.9806,34.1331,20.61,78,100,1.0,UG,1678837850
534,road town,18.4167,-64.6167,27.05,78,40,2.57,VG,1678837818
535,khandyga,62.6667,135.6,-1.42,83,97,2.57,RU,1678837852
536,morrope,-6.5417,-80.0111,30.06,68,100,4.83,PE,1678837853
537,delano,35.7688,-119.247,18.25,63,100,2.57,US,1678837853
538,ayagoz,47.9714,80.4392,-6.35,88,23,1.17,KZ,1678837854
539,pinega,64.7001,43.3936,1.94,100,100,5.89,RU,1678837855
540,ajdabiya,30.7554,20.2263,13.12,73,10,2.12,LY,1678837856
541,takapau,-40.0333,176.35,20.41,53,0,1.43,NZ,1678837856
542,matara,5.9485,80.5353,23.92,89,96,3.6,LK,1678837857
543,nowy tomysl,52.3195,16.1284,2.92,76,98,6.98,PL,1678837858
544,parabel,58.6978,81.4825,-11.72,90,99,2.76,RU,1678837859
545,talnakh,69.4865,88.3972,-3.77,97,100,4.46,RU,1678837860
546,bridlington,54.0831,-0.1919,1.05,71,61,3.65,GB,1678837860
547,fairbanks,64.8378,-147.7164,-11.06,53,20,5.66,US,1678837832
548,napier,-39.4833,176.9167,19.6,56,0,2.68,NZ,1678837862
549,plymouth,41.8334,-70.8328,1.71,88,100,5.14,US,1678837692
550,salym,60.0625,71.4789,-7.27,97,100,1.52,RU,1678837864
551,sao pedro,-22.5486,-47.9139,21.5,92,100,1.04,BR,1678837865
552,kargopol,61.5071,38.9456,1.46,100,100,4.85,RU,1678837866
553,yuli,9.6989,10.2744,24.34,13,1,2.7,NG,1678837867
554,gobabis,-22.45,18.9667,20.22,47,63,3.2,NA,1678837868
